"题号","题干","A","B","C","D","E","答案","难度","题型"
"806","1992年，邓小平南方谈话重申了深化改革、加速发展的必要性和重要性，深刻地总结了十多年改革开放的经验教训，在一系列重大的理论和实践问题上，提出了一系列重要论断，包括（    ）等。","社会主义的本质是解放生产力、发展生产力，消灭剥削，消除两极分化，最终达到共同富裕","按照独立自主、完全平等、互相尊重、互不干涉内部事务的原则，发展同外国共产党和其他政党的关系","要坚持两手抓，一手抓改革开放，一手抓打击各种犯罪活动，这两只手都要硬","""三个有利于""标准","","ACD","无","多选题"
"807","党的十四大系统总结了改革开放以来十四年取得的巨大成就。以下表述正确的是（    ）。","从九个方面概括了中国特色社会主义理论的主要内容","党的十四大报告系统阐释了中国特色社会主义理论的历史地位和指导意义","高度评价了邓小平对开创中国特色社会主义理论的杰出贡献","把邓小平理论确立为党的指导思想并写入党章","","ABC","无","多选题"
"808","""三个代表""重要思想是以江泽民同志为主要代表的中国共产党人，在（    ）的伟大实践中形成和发展起来的。","开创全面改革开放新局面","中国特色社会主义新时代","推进党的建设新的伟大工程","成功把中国特色社会主义推向21世纪","","ACD","无","多选题"
"809","党的十四届四中全会通过了《中共中央关于加强党的建设几个重大问题的决定》，分析了党的建设面临的形势，指出，""党必须善于在改革开放的新形势下（    ），认真研究和解决在自身建设中出现的新矛盾新问题""。","革新自己","认识自己","加强自己","提高自己","","BCD","无","多选题"
"810","关于""三个代表""重要思想的提出过程，以下表述正确的是（    ）。","党的十三届四中全会提出了大力加强党的建设，坚决惩治腐败的要求","党的十四大系统论述了加强党的建设和改善党的领导问题","党的十五大上，江泽民高度概括了新时期党的建设新的伟大工程的总目标","江泽民先后在多地考察工作时就加强新时期党的建设进行了调研，对关系新时期党建工作全局的重大理论问题和现实问题作出了系统、科学的回答","","ABCD","无","多选题"
"811","在党的十五大上，江泽民将新时期党的建设新的伟大工程的总目标，高度概括为：""把党建设成为用邓小平理论武装起来、（    ）、领导全国人民建设有中国特色社会主义的马克思主义政党。""","全心全意为人民服务","思想上政治上组织上完全巩固","能够经受住各种风险","始终走在时代前列","","ABCD","无","多选题"
"812","2000年6月28日，江泽民在中央思想政治工作会议上，提出了（    ），深刻揭示了""三个代表""重要思想产生的历史起点和逻辑起点，反映了""三个代表""重要思想提出的时代背景和发展的现实依据。","如何认识社会主义发展的历史进程","如何认识资本主义发展的历史进程","如何认识我国社会主义改革实践过程对人们思想的影响","如何认识当今的国际环境和国际政治斗争带来的影响","","ABCD","无","多选题"
"813","始终做到""三个代表""，是我们党的（    ）。","生命之根","立党之本","执政之基","力量之源","","BCD","无","多选题"
"814","邓小平回答了""什么是社会主义、怎样建设社会主义""这一重大问题意味着（ ）。","我们已经完全掌握了对社会主义的认识","继承、丰富和发展了马克思列宁主义、毛泽东思想","提出了新的世界观和方法论","对建设有中国特色社会主义有重大的实践指导意义","","BD","无","多选题"
"815","科学发展观（    ），把我们对中国特色社会主义规律的认识提高到新的水平。党的十八大进一步把科学发展观确立为党必须长期坚持的指导思想。","是马克思主义同当代中国实际和时代特征相结合的产物","是马克思主义关于发展的世界观和方法论的集中体现","对新形势下实现什么样的发展、怎样发展等重大问题作出了新的科学回答","确立了社会主义市场经济体制的改革目标和基本框架","","ABC","无","多选题"
"816","党的十一届三中全会以后，邓小平提出，（ ），这是中国的现实国情，强调中国的现代化建设必然是长期的过程。","人口多","底子薄","生产力落后","生态差","","ABC","无","多选题"
"817","中国特色社会主义理论体系，是中国共产党人（    ）逐步形成和发展起来的。","在对国际形势深刻变化和世界发展新趋势的深刻把握中","在对建设社会主义正反两方面经验的认真总结和对我国发展历史方位的科学判断中","在对国外发展模式的有效借鉴中","在对中国特色社会主义建设实践经验的科学总结中","","ABD","无","多选题"
"818","中国共产党从新的实践和时代特征出发坚持和发展马克思主义，形成、发展了中国特色社会主义理论体系，系统回答了在中国这样一个十几亿人口的发展中大国如何（    ）等一系列重大课题，开辟了马克思主义中国化时代化新境界。","快速实现共产主义","加快实现现代化","巩固和发展社会主义","建设长期执政的马克思主义政党","","BCD","无","多选题"
"819","党的十八大以来的十年间，我们坚持马克思列宁主义、毛泽东思想、邓小平理论、""三个代表""重要思想、科学发展观，全面贯彻习近平新时代中国特色社会主义思想，全面贯彻党的基本路线、基本方略，（    ），经受住了来自政治、经济、意识形态、自然界等方面的风险挑战考验，党和国家事业取得历史性成就、发生历史性变革，推动我国迈上全面建设社会主义现代化国家新征程。","采取一系列战略性举措","推进一系列变革性实践","实现一系列突破性进展","取得一系列标志性成果","","ABCD","无","多选题"
"820","党的十九大、十九届六中全会提出的（    ）概括了习近平新时代中国特色社会主义思想的主要内容，必须长期坚持并不断丰富发展。","""十个明确""","""十个坚持""","""十四个坚持""","""十三个方面成就""","","ACD","无","多选题"
"821","邓小平对社会主义本质的概括揭示了消灭剥削，消除两极分化只有在坚持（ ）为主体的条件下才能实现。","公有制","按劳分配","私有制","按需分配","","AB","无","多选题"
"822","邓小平对社会主义本质的概括实质上体现了社会主义发展的价值目标，体现了（ ）的统一。","发展手段","发展目的","发展结果","发展程度","","AB","无","多选题"
"823","对社会主义市场经济体制认识正确的有（ ）。","它是只运用市场调节手段的经济体制","它是与资本主义市场经济体制毫无共同点的经济体制","它在所有制结构上，以公有制为主体、多种所有制经济共同发展","它是同社会主义基本制度结合在一起的市场经济体制","","CD","无","多选题"
